month,line,division,day_type,num_on_time_trips,num_sched_trips,terminal_on_time_performance
2016-09,6,A DIVISION,1,5804,11823,0.490907553
2016-09,7,A DIVISION,1,10718,13047,0.821491531
2016-09,S 42nd,A DIVISION,1,13818,13979,0.988482724
2016-09,A,B DIVISION,1,4878,7749,0.629500581
2016-09,B,B DIVISION,1,2885,4326,0.666897827
2016-09,C,B DIVISION,1,2831,4200,0.674047619
2016-09,D,B DIVISION,1,3595,5517,0.651622258
2016-09,E,B DIVISION,1,5547,8385,0.661538462
2016-09,F,B DIVISION,1,4786,8001,0.598175228
2016-09,G,B DIVISION,1,4800,5996,0.800533689
2016-09,JZ,B DIVISION,1,3768,5859,0.643113159
2016-09,L,B DIVISION,1,9691,10605,0.913814239
2016-09,M,B DIVISION,1,3774,5670,0.665608466
2016-09,N,B DIVISION,1,3331,5625,0.592177778
2016-09,Q,B DIVISION,1,3837,5793,0.662351113
2016-09,R,B DIVISION,1,3377,5984,0.564338235
2016-09,S Fkln,B DIVISION,1,2461,2478,0.993139629
2016-09,S Rock,B DIVISION,1,1633,1761,0.927314026
2016-09,Systemwide,Systemwide,1,108295,164217,0.659462784
2016-10,1,A DIVISION,1,6227,9603,0.648443195
2016-10,2,A DIVISION,1,2587,7150,0.361818182
2016-10,3,A DIVISION,1,3230,6006,0.537795538
2016-10,4,A DIVISION,1,2844,7797,0.364755675
2016-10,5,A DIVISION,1,2561,6904,0.37094438
2016-10,6,A DIVISION,1,6042,12257,0.492942808
2016-10,7,A DIVISION,1,10283,13037,0.788755082
2016-10,S 42nd,A DIVISION,1,13538,13630,0.993250183
2016-10,A,B DIVISION,1,4598,7749,0.593366886
2016-10,B,B DIVISION,1,2488,4326,0.575127138
2016-10,C,B DIVISION,1,2621,4170,0.62853717
2016-10,D,B DIVISION,1,3460,5513,0.627607473
2016-10,E,B DIVISION,1,5291,8375,0.631761194
2016-10,F,B DIVISION,1,4411,7987,0.552272443
2016-10,G,B DIVISION,1,4464,5880,0.759183673
2016-10,JZ,B DIVISION,1,3885,5859,0.663082437
2016-10,L,B DIVISION,1,9491,10605,0.89495521
2016-10,M,B DIVISION,1,3621,5670,0.638624339
2016-10,N,B DIVISION,1,3368,5623,0.598968522
2016-10,Q,B DIVISION,1,3913,5908,0.662322275
2016-10,R,B DIVISION,1,3094,5964,0.518779343
2016-10,S Fkln,B DIVISION,1,2469,2478,0.996368039
2016-10,S Rock,B DIVISION,1,1625,1759,0.923820352
2016-10,Systemwide,Systemwide,1,106111,164250,0.646033486
2016-11,1,A DIVISION,1,6535,9606,0.680303977
2016-11,2,A DIVISION,1,2401,6793,0.353452083
2016-11,3,A DIVISION,1,3481,6398,0.544076274
2016-11,4,A DIVISION,1,2602,7878,0.330286875
2016-11,5,A DIVISION,1,2441,6905,0.353511948
2016-11,6,A DIVISION,1,5172,11816,0.437711578
2016-11,7,A DIVISION,1,10253,13110,0.782074752
2016-11,S 42nd,A DIVISION,1,12721,12883,0.987425289
2016-11,A,B DIVISION,1,4201,7749,0.542134469
2016-11,B,B DIVISION,1,2252,4326,0.520573278
2016-11,C,B DIVISION,1,2535,4182,0.606169297
2016-11,D,B DIVISION,1,3516,5515,0.637533998
2016-11,E,B DIVISION,1,5470,8380,0.65274463
2016-11,F,B DIVISION,1,3698,7994,0.462596948
2016-11,G,B DIVISION,1,4434,5880,0.754081633
2016-11,JZ,B DIVISION,1,3687,5859,0.629288274
2016-11,L,B DIVISION,1,9796,10728,0.913124534
2016-11,M,B DIVISION,1,3587,5704,0.628856942
2016-11,N,B DIVISION,1,3244,5743,0.564861571
2016-11,Q,B DIVISION,1,4179,6300,0.663333333
2016-11,R,B DIVISION,1,4147,5960,0.695805369
2016-11,S Fkln,B DIVISION,1,2461,2478,0.993139629
2016-11,S Rock,B DIVISION,1,1615,1760,0.917613636
2016-11,W,B DIVISION,1,2458,3213,0.765017118
2016-11,Systemwide,Systemwide,1,106886,167160,0.639423307
2016-12,1,A DIVISION,1,6547,9609,0.68134041
2016-12,2,A DIVISION,1,2153,6758,0.31858538
2016-12,3,A DIVISION,1,3619,6398,0.565645514
2016-12,4,A DIVISION,1,2537,7803,0.32513136
2016-12,5,A DIVISION,1,2424,6906,0.350999131
2016-12,6,A DIVISION,1,4659,11823,0.394062421
2016-12,7,A DIVISION,1,9857,13131,0.750666362
2016-12,S 42nd,A DIVISION,1,12604,12813,0.983688441
2016-12,A,B DIVISION,1,4573,7749,0.590140663
2016-12,B,B DIVISION,1,2501,4326,0.578132224
2016-12,C,B DIVISION,1,2431,4200,0.578809524
2016-12,D,B DIVISION,1,3341,5620,0.594483986
2016-12,E,B DIVISION,1,5197,8385,0.619797257
2016-12,F,B DIVISION,1,4139,8212,0.504018509
2016-12,G,B DIVISION,1,4472,5880,0.760544218
2016-12,JZ,B DIVISION,1,3497,5859,0.596859532
2016-12,L,B DIVISION,1,9301,10605,0.877039132
2016-12,M,B DIVISION,1,3307,5712,0.578956583
2016-12,N,B DIVISION,1,3246,5772,0.562370062
2016-12,Q,B DIVISION,1,4709,6462,0.728721758
2016-12,R,B DIVISION,1,3423,5961,0.574232511
2016-12,S Fkln,B DIVISION,1,2470,2478,0.99677159
2016-12,S Rock,B DIVISION,1,1630,1761,0.925610449
2016-12,W,B DIVISION,1,2555,3969,0.643738977
2016-12,Systemwide,Systemwide,1,105192,168192,0.625428082
2017-01,1,A DIVISION,1,6991,9606,0.727774308
2017-01,2,A DIVISION,1,2249,6662,0.33758631
2017-01,3,A DIVISION,1,3451,6398,0.539387309
2017-01,4,A DIVISION,1,2459,7800,0.31525641
2017-01,5,A DIVISION,1,2410,6905,0.349022448
2017-01,6,A DIVISION,1,5582,11816,0.472410291
2017-01,7,A DIVISION,1,10074,13126,0.767484382
2017-01,S 42nd,A DIVISION,1,13158,13225,0.994933837
2017-01,A,B DIVISION,1,4836,7749,0.624080527
2017-01,B,B DIVISION,1,2421,4326,0.55963939
2017-01,C,B DIVISION,1,2596,4200,0.618095238
2017-01,D,B DIVISION,1,3306,5515,0.599456029
2017-01,E,B DIVISION,1,5222,8380,0.623150358
2017-01,F,B DIVISION,1,4074,8171,0.498592584
2017-01,G,B DIVISION,1,4571,5880,0.777380952
2017-01,JZ,B DIVISION,1,3717,5859,0.634408602
2017-01,L,B DIVISION,1,9772,10605,0.921452145
2017-01,M,B DIVISION,1,3360,5712,0.588235294
2017-01,N,B DIVISION,1,3027,5771,0.524519147
2017-01,Q,B DIVISION,1,4125,6460,0.638544892
2017-01,R,B DIVISION,1,3782,5960,0.634563758
2017-01,S Fkln,B DIVISION,1,2475,2478,0.998789346
2017-01,S Rock,B DIVISION,1,1678,1760,0.953409091
2017-01,W,B DIVISION,1,2542,3969,0.640463593
2017-01,Systemwide,Systemwide,1,107878,168333,0.640860675
2017-02,1,A DIVISION,1,5204,8671,0.600161458
2017-02,2,A DIVISION,1,1648,6030,0.273300166
2017-02,3,A DIVISION,1,2782,5534,0.502710517
2017-02,4,A DIVISION,1,2357,7059,0.333899986
2017-02,5,A DIVISION,1,2013,6248,0.322183099
2017-02,6,A DIVISION,1,5030,10695,0.47031323
2017-02,7,A DIVISION,1,8213,11879,0.691388164
2017-02,S 42nd,A DIVISION,1,11760,11871,0.990649482
2017-02,A,B DIVISION,1,3870,7011,0.55198973
2017-02,B,B DIVISION,1,2181,3818,0.571241488
2017-02,C,B DIVISION,1,2204,3800,0.58
2017-02,D,B DIVISION,1,2985,5297,0.563526524
2017-02,E,B DIVISION,1,4964,7585,0.654449572
2017-02,F,B DIVISION,1,3577,7345,0.486997958
2017-02,G,B DIVISION,1,4062,5320,0.763533835
2017-02,JZ,B DIVISION,1,3449,5301,0.650631956
2017-02,L,B DIVISION,1,8832,9636,0.916562889
2017-02,M,B DIVISION,1,3132,5168,0.606037152
2017-02,N,B DIVISION,1,2847,5222,0.545193412
2017-02,Q,B DIVISION,1,3967,5846,0.678583647
2017-02,R,B DIVISION,1,3684,5364,0.686800895
2017-02,S Fkln,B DIVISION,1,2237,2242,0.997769848
2017-02,S Rock,B DIVISION,1,1465,1593,0.919648462
2017-02,W,B DIVISION,1,2459,3591,0.684767474
2017-02,Systemwide,Systemwide,1,94922,152126,0.623969604
2017-03,1,A DIVISION,1,7010,10039,0.698276721
2017-03,2,A DIVISION,1,2120,6955,0.304816679
2017-03,3,A DIVISION,1,3013,6176,0.487856218
2017-03,4,A DIVISION,1,2698,8146,0.3312055
2017-03,5,A DIVISION,1,2235,7150,0.312587413
2017-03,6,A DIVISION,1,6023,12351,0.487652822
2017-03,7,A DIVISION,1,10231,13724,0.745482367
2017-03,S 42nd,A DIVISION,1,13668,13697,0.997882748
2017-03,A,B DIVISION,1,4239,7867,0.5388331
2017-03,B,B DIVISION,1,2606,4508,0.578083407
2017-03,C,B DIVISION,1,2595,4400,0.589772727
2017-03,D,B DIVISION,1,3242,5750,0.563826087
2017-03,E,B DIVISION,1,5270,8750,0.602285714
2017-03,F,B DIVISION,1,3947,8350,0.472694611
2017-03,G,B DIVISION,1,4501,6136,0.733539765
2017-03,JZ,B DIVISION,1,3747,6113,0.612955995
2017-03,L,B DIVISION,1,10294,11113,0.926302529
2017-03,M,B DIVISION,1,3720,5885,0.632115548
2017-03,N,B DIVISION,1,3229,6022,0.536200598
2017-03,Q,B DIVISION,1,4480,6744,0.664294187
2017-03,R,B DIVISION,1,4117,6135,0.671067645
2017-03,S Fkln,B DIVISION,1,2453,2454,0.999592502
2017-03,S Rock,B DIVISION,1,1728,1833,0.942716858
2017-03,W,B DIVISION,1,2744,4158,0.65993266
2017-03,Systemwide,Systemwide,1,109910,174456,0.630015591
2017-04,1,A DIVISION,1,6455,9148,0.705618714
2017-04,2,A DIVISION,1,2106,6476,0.325200741
2017-04,3,A DIVISION,1,3126,5812,0.537852719
2017-04,4,A DIVISION,1,2218,7428,0.298599892
2017-04,5,A DIVISION,1,2033,6576,0.309154501
2017-04,6,A DIVISION,1,6014,11252,0.534482759
2017-04,7,A DIVISION,1,9069,12500,0.72552
2017-04,S 42nd,A DIVISION,1,12061,12274,0.982646244
2017-04,A,B DIVISION,1,4230,7380,0.573170732
2017-04,B,B DIVISION,1,2459,4120,0.59684466
2017-04,C,B DIVISION,1,2414,4000,0.6035
2017-04,D,B DIVISION,1,2699,5252,0.513899467
2017-04,E,B DIVISION,1,4789,7980,0.600125313
2017-04,F,B DIVISION,1,3460,7612,0.454545455
2017-04,G,B DIVISION,1,4210,5600,0.751785714
2017-04,JZ,B DIVISION,1,3316,5580,0.594265233
2017-04,L,B DIVISION,1,9980,10605,0.941065535
2017-04,M,B DIVISION,1,3368,5440,0.619117647
2017-04,N,B DIVISION,1,2808,5496,0.510917031
2017-04,Q,B DIVISION,1,4231,6152,0.687743823
2017-04,R,B DIVISION,1,4025,5676,0.709126145
2017-04,S Fkln,B DIVISION,1,2360,2360,1
2017-04,S Rock,B DIVISION,1,1636,1676,0.976133652
2017-04,W,B DIVISION,1,2457,3780,0.65
2017-04,Systemwide,Systemwide,1,101524,160175,0.633831747
2017-05,1,A DIVISION,1,7108,10064,0.706279809
2017-05,2,A DIVISION,1,2097,6980,0.300429799
2017-05,3,A DIVISION,1,3277,6508,0.503534112
2017-05,4,A DIVISION,1,2325,8309,0.279817066
2017-05,5,A DIVISION,1,1851,7066,0.261958675
2017-05,6,A DIVISION,1,6352,12380,0.513085622
2017-05,7,A DIVISION,1,10491,13752,0.762870855
2017-05,S 42nd,A DIVISION,1,13393,13492,0.992662318
2017-05,A,B DIVISION,1,4132,8118,0.508992363
2017-05,B,B DIVISION,1,2396,4532,0.528684907
2017-05,C,B DIVISION,1,2568,4400,0.583636364
2017-05,D,B DIVISION,1,3131,5952,0.526041667
2017-05,E,B DIVISION,1,4655,8780,0.530182232
2017-05,F,B DIVISION,1,3228,8376,0.385386819
2017-05,G,B DIVISION,1,4308,6160,0.699350649
2017-05,JZ,B DIVISION,1,3708,6138,0.604105572
2017-05,L,B DIVISION,1,10553,11288,0.934886605
2017-05,M,B DIVISION,1,3864,5984,0.645721925
2017-05,N,B DIVISION,1,3126,6139,0.509203453
2017-05,Q,B DIVISION,1,4304,6768,0.635933806
2017-05,R,B DIVISION,1,4557,6178,0.737617352
2017-05,S Fkln,B DIVISION,1,2564,2596,0.987673344
2017-05,S Rock,B DIVISION,1,1758,1844,0.953362256
2017-05,W,B DIVISION,1,2764,4158,0.664742665
2017-05,Systemwide,Systemwide,1,108510,175962,0.616667235
2017-06,1,A DIVISION,1,6822,10507,0.649281431
2017-06,2,A DIVISION,1,1927,6981,0.276034952
2017-06,3,A DIVISION,1,2920,6477,0.450826
2017-06,4,A DIVISION,1,2478,8219,0.301496532
2017-06,5,A DIVISION,1,2273,7212,0.315169163
2017-06,6,A DIVISION,1,6758,12380,0.545880452
2017-06,7,A DIVISION,1,10222,13813,0.74002751
2017-06,S 42nd,A DIVISION,1,13285,13493,0.984584599
2017-06,A,B DIVISION,1,4126,8118,0.508253264
2017-06,B,B DIVISION,1,2190,4532,0.483230362
2017-06,C,B DIVISION,1,2370,4400,0.538636364
2017-06,D,B DIVISION,1,3048,5917,0.515125908
2017-06,E,B DIVISION,1,5210,8780,0.593394077
2017-06,F,B DIVISION,1,3995,8376,0.476957975
2017-06,G,B DIVISION,1,4458,6218,0.716950788
2017-06,JZ,B DIVISION,1,3856,6138,0.62821766
2017-06,L,B DIVISION,1,10800,11297,0.956006019
2017-06,M,B DIVISION,1,4611,7017,0.657118427
2017-06,N,B DIVISION,1,2801,6046,0.463281508
2017-06,Q,B DIVISION,1,4162,6768,0.614952719
2017-06,R,B DIVISION,1,4229,6244,0.677290199
2017-06,S Fkln,B DIVISION,1,2593,2596,0.998844376
2017-06,S Rock,B DIVISION,1,1749,1844,0.948481562
2017-06,W,B DIVISION,1,2796,4158,0.672438672
2017-06,Systemwide,Systemwide,1,109679,177531,0.617801961
2017-07,1,A DIVISION,1,6147,9265,0.663464652
2017-07,2,A DIVISION,1,1758,6345,0.277068558
2017-07,3,A DIVISION,1,3062,6105,0.501556102
2017-07,4,A DIVISION,1,2562,7446,0.344077357
2017-07,5,A DIVISION,1,2237,6635,0.337151469
2017-07,6,A DIVISION,1,6623,11315,0.585329209
2017-07,7,A DIVISION,1,9022,12670,0.71207577
2017-07,S 42nd,A DIVISION,1,12686,12756,0.994512386
2017-07,A,B DIVISION,1,4370,7358,0.593911389
2017-07,B,B DIVISION,1,2062,4080,0.505392157
2017-07,C,B DIVISION,1,2444,3943,0.619832615
2017-07,D,B DIVISION,1,3345,5626,0.594560967
2017-07,E,B DIVISION,1,5028,7975,0.630470219
2017-07,F,B DIVISION,1,4112,7616,0.539915966
2017-07,G,B DIVISION,1,4397,5963,0.737380513
2017-07,JZ,B DIVISION,1,4134,5580,0.740860215
2017-07,L,B DIVISION,1,10413,10828,0.961673439
2017-07,M,B DIVISION,1,7235,9570,0.756008359
2017-07,N,B DIVISION,1,3110,5558,0.559553796
2017-07,Q,B DIVISION,1,3771,6198,0.608422072
2017-07,R,B DIVISION,1,4014,5675,0.707312775
2017-07,S Fkln,B DIVISION,1,2358,2360,0.999152542
2017-07,S Rock,B DIVISION,1,1592,1675,0.950447761
2017-07,W,B DIVISION,1,2676,3780,0.707936508
2017-07,Systemwide,Systemwide,1,109158,166322,0.656305239
2017-08,1,A DIVISION,1,7869,10660,0.738180113
2017-08,2,A DIVISION,1,2038,7302,0.279101616
2017-08,3,A DIVISION,1,3516,6974,0.504158302
2017-08,4,A DIVISION,1,3181,8544,0.372308052
2017-08,5,A DIVISION,1,2595,7611,0.340953883
2017-08,6,A DIVISION,1,8126,12981,0.625991834
2017-08,7,A DIVISION,1,10152,14658,0.692591077
2017-08,S 42nd,A DIVISION,1,13974,14102,0.990923273
2017-08,A,B DIVISION,1,5010,8487,0.590314599
2017-08,B,B DIVISION,1,2609,4738,0.550654285
2017-08,C,B DIVISION,1,3000,4600,0.652173913
2017-08,D,B DIVISION,1,3399,6075,0.559506173
2017-08,E,B DIVISION,1,5120,9180,0.557734205
2017-08,F,B DIVISION,1,3657,8758,0.417561087
2017-08,G,B DIVISION,1,5364,6891,0.778406617
2017-08,JZ,B DIVISION,1,4544,6417,0.708119059
2017-08,L,B DIVISION,1,11508,12431,0.925750141
2017-08,M,B DIVISION,1,8143,11009,0.739667545
2017-08,N,B DIVISION,1,3243,6321,0.513051732
2017-08,Q,B DIVISION,1,4733,7148,0.662143257
2017-08,R,B DIVISION,1,4682,6528,0.717218137
2017-08,S Fkln,B DIVISION,1,2706,2714,0.997052321
2017-08,S Rock,B DIVISION,1,1815,1928,0.941390041
2017-08,W,B DIVISION,1,3125,4347,0.718886588
2017-08,Systemwide,Systemwide,1,124109,190404,0.65181929
2017-09,1,A DIVISION,1,6531,9271,0.704454751
2017-09,2,A DIVISION,1,1760,6351,0.277121713
2017-09,3,A DIVISION,1,2706,6083,0.444846293
2017-09,4,A DIVISION,1,2377,7431,0.319876194
2017-09,5,A DIVISION,1,1571,6011,0.261354184
2017-09,6,A DIVISION,1,5843,11259,0.518962608
2017-09,7,A DIVISION,1,9970,12748,0.782083464
2017-09,S 42nd,A DIVISION,1,12219,12271,0.995762367
2017-09,A,B DIVISION,1,4285,7380,0.580623306
2017-09,B,B DIVISION,1,2409,4120,0.584708738
2017-09,C,B DIVISION,1,2416,4000,0.604
2017-09,D,B DIVISION,1,3047,5289,0.576101342
2017-09,E,B DIVISION,1,4524,7985,0.566562304
2017-09,F,B DIVISION,1,3416,7619,0.448352802
2017-09,G,B DIVISION,1,4579,5801,0.789346664
2017-09,JZ,B DIVISION,1,3851,5580,0.690143369
2017-09,L,B DIVISION,1,9954,10720,0.928544776
2017-09,M,B DIVISION,1,7141,9574,0.745874243
2017-09,N,B DIVISION,1,2965,5497,0.539385119
2017-09,Q,B DIVISION,1,4336,6536,0.663402693
2017-09,R,B DIVISION,1,3794,5549,0.683726798
2017-09,S Fkln,B DIVISION,1,2358,2360,0.999152542
2017-09,S Rock,B DIVISION,1,1571,1677,0.93679189
2017-09,W,B DIVISION,1,2856,3780,0.755555556
2017-09,Systemwide,Systemwide,1,106479,164892,0.645749945
2017-10,1,A DIVISION,1,7332,10193,0.719317178
2017-10,2,A DIVISION,1,2152,6981,0.308265292
2017-10,3,A DIVISION,1,3164,6661,0.475003753
2017-10,4,A DIVISION,1,2723,8266,0.329421728
2017-10,5,A DIVISION,1,1647,6725,0.244907063
2017-10,6,A DIVISION,1,6647,12373,0.537218136
2017-10,7,A DIVISION,1,10210,14016,0.728453196
2017-10,S 42nd,A DIVISION,1,13956,14042,0.993875516
2017-10,A,B DIVISION,1,4462,8227,0.54236052
2017-10,B,B DIVISION,1,2554,4532,0.563548102
2017-10,C,B DIVISION,1,2562,4400,0.582272727
2017-10,D,B DIVISION,1,3387,6013,0.563279561
2017-10,E,B DIVISION,1,5304,8775,0.604444444
2017-10,F,B DIVISION,1,3721,8369,0.444617039
2017-10,G,B DIVISION,1,4578,6193,0.739221702
2017-10,JZ,B DIVISION,1,4135,6138,0.673672206
2017-10,L,B DIVISION,1,10946,11792,0.928256445
2017-10,M,B DIVISION,1,7695,10528,0.730908055
2017-10,N,B DIVISION,1,3793,6045,0.627460711
2017-10,Q,B DIVISION,1,4840,6823,0.709365382
2017-10,R,B DIVISION,1,4045,6243,0.647925677
2017-10,S Fkln,B DIVISION,1,2589,2596,0.997303544
2017-10,S Rock,B DIVISION,1,1743,1843,0.94574064
2017-10,W,B DIVISION,1,2907,4158,0.699134199
2017-10,Systemwide,Systemwide,1,117092,181932,0.643603104
2017-11,1,A DIVISION,1,6771,9732,0.695745993
2017-11,2,A DIVISION,1,1663,6666,0.249474947
2017-11,3,A DIVISION,1,2535,6134,0.413270297
2017-11,4,A DIVISION,1,2108,7800,0.27025641
2017-11,5,A DIVISION,1,1608,6385,0.251840251
2017-11,6,A DIVISION,1,5630,11816,0.47647258
2017-11,7,A DIVISION,1,9262,13382,0.692123748
2017-11,S 42nd,A DIVISION,1,12989,13155,0.987381224
2017-11,A,B DIVISION,1,3854,7754,0.497033789
2017-11,B,B DIVISION,1,2011,4326,0.464863615
2017-11,C,B DIVISION,1,2364,4200,0.562857143
2017-11,D,B DIVISION,1,2504,5515,0.454034451
2017-11,E,B DIVISION,1,5103,8302,0.614671164
2017-11,F,B DIVISION,1,3707,7994,0.463722792
2017-11,G,B DIVISION,1,4195,5967,0.70303335
2017-11,JZ,B DIVISION,1,4153,5859,0.708824031
2017-11,L,B DIVISION,1,10952,11333,0.966381364
2017-11,M,B DIVISION,1,7635,10051,0.759625908
2017-11,N,B DIVISION,1,4031,6192,0.651001292
2017-11,Q,B DIVISION,1,4578,7087,0.645971497
2017-11,R,B DIVISION,1,3820,5978,0.639009702
2017-11,S Fkln,B DIVISION,1,2272,2281,0.996054362
2017-11,S Rock,B DIVISION,1,1583,1689,0.937240971
2017-11,W,B DIVISION,1,2810,3969,0.707986898
2017-11,Systemwide,Systemwide,1,108138,173567,0.62303318
2017-12,1,A DIVISION,1,6554,9271,0.706935606
2017-12,2,A DIVISION,1,2754,6351,0.433632499
2017-12,3,A DIVISION,1,3610,6083,0.593457176
2017-12,4,A DIVISION,1,3272,7541,0.433894709
2017-12,5,A DIVISION,1,3116,6613,0.471193104
2017-12,6,A DIVISION,1,4849,11499,0.421688843
2017-12,7,A DIVISION,1,8398,12748,0.658770003
2017-12,S 42nd,A DIVISION,1,11843,12093,0.979326883
2017-12,A,B DIVISION,1,3577,7380,0.484688347
2017-12,B,B DIVISION,1,2019,4120,0.490048544
2017-12,C,B DIVISION,1,2137,4000,0.53425
2017-12,D,B DIVISION,1,2394,5254,0.455652836
2017-12,E,B DIVISION,1,4184,7985,0.523982467
2017-12,F,B DIVISION,1,3071,7619,0.403071269
2017-12,G,B DIVISION,1,3616,5643,0.640793904
2017-12,JZ,B DIVISION,1,3611,5580,0.647132616
2017-12,L,B DIVISION,1,9954,10805,0.921240167
2017-12,M,B DIVISION,1,7255,9541,0.760402474
2017-12,N,B DIVISION,1,3642,5710,0.637828371
2017-12,Q,B DIVISION,1,4261,6418,0.663913992
2017-12,R,B DIVISION,1,3391,5467,0.620267057
2017-12,S Fkln,B DIVISION,1,2350,2360,0.995762712
2017-12,S Rock,B DIVISION,1,1540,1631,0.944206009
2017-12,W,B DIVISION,1,2592,3719,0.696961549
2017-12,Systemwide,Systemwide,1,103990,165431,0.628600444
2018-01,1,A DIVISION,1,13756,20392,0.674578266
2018-01,2,A DIVISION,1,5390,14466,0.372597816
2018-01,3,A DIVISION,1,7220,12712,0.567967275
2018-01,4,A DIVISION,1,6412,16758,0.382623225
2018-01,5,A DIVISION,1,6078,14564,0.417330404
2018-01,6,A DIVISION,1,11684,24760,0.471890145
2018-01,7,A DIVISION,1,17860,28040,0.636947218
2018-01,S 42nd,A DIVISION,1,27578,27936,0.987184994
2018-01,A,B DIVISION,1,6286,16500,0.380969697
2018-01,B,B DIVISION,1,3982,8708,0.457280661
2018-01,C,B DIVISION,1,2990,8612,0.347189967
2018-01,D,B DIVISION,1,4994,11892,0.419946182
2018-01,E,B DIVISION,1,8322,17560,0.473917995
2018-01,F,B DIVISION,1,5428,16864,0.32186907
2018-01,G,B DIVISION,1,6306,12412,0.508056719
2018-01,JZ,B DIVISION,1,7348,12276,0.598566308
2018-01,L,B DIVISION,1,20028,23584,0.84921981
2018-01,M,B DIVISION,1,14818,21060,0.703608737
2018-01,N,B DIVISION,1,6618,12092,0.547304003
2018-01,Q,B DIVISION,1,8048,13668,0.588820603
2018-01,R,B DIVISION,1,7006,12532,0.559048835
2018-01,S Fkln,B DIVISION,1,5086,5124,0.992583919
2018-01,S Rock,B DIVISION,1,3246,3506,0.925841415
2018-01,W,B DIVISION,1,5276,8316,0.634439634
2018-01,Systemwide,Systemwide,1,211760,364334,0.58122492
2018-02,1,A DIVISION,1,6282,9239,0.679943717
2018-02,2,A DIVISION,1,2660,6033,0.440908337
2018-02,3,A DIVISION,1,3327,5413,0.614631443
2018-02,4,A DIVISION,1,3061,7241,0.422731667
2018-02,5,A DIVISION,1,3116,6284,0.495862508
2018-02,6,A DIVISION,1,5259,10695,0.491725105
2018-02,7,A DIVISION,1,7415,12143,0.610639875
2018-02,S 42nd,A DIVISION,1,11680,11831,0.98723692
2018-02,A,B DIVISION,1,3570,7011,0.509199829
2018-02,B,B DIVISION,1,1829,3769,0.485274609
2018-02,C,B DIVISION,1,1725,3800,0.453947368
2018-02,D,B DIVISION,1,2426,5080,0.477559055
2018-02,E,B DIVISION,1,3802,7585,0.501252472
2018-02,F,B DIVISION,1,2892,7619,0.379577372
2018-02,G,B DIVISION,1,3263,5320,0.613345865
2018-02,JZ,B DIVISION,1,3153,5301,0.594793435
2018-02,L,B DIVISION,1,9230,10184,0.906323645
2018-02,M,B DIVISION,1,6585,9095,0.724024189
2018-02,N,B DIVISION,1,3030,5375,0.56372093
2018-02,Q,B DIVISION,1,3951,6140,0.643485342
2018-02,R,B DIVISION,1,2930,5412,0.541389505
2018-02,S Fkln,B DIVISION,1,2242,2242,1
2018-02,S Rock,B DIVISION,1,1519,1593,0.953546767
2018-02,W,B DIVISION,1,2603,3591,0.724867725
2018-02,Systemwide,Systemwide,1,97550,157996,0.617420694
2018-03,1,A DIVISION,1,7731,10389,0.744152469
2018-03,2,A DIVISION,1,3274,7019,0.466448212
2018-03,3,A DIVISION,1,3951,6328,0.624367889
2018-03,4,A DIVISION,1,3919,8276,0.473537941
2018-03,5,A DIVISION,1,3870,7282,0.531447405
2018-03,6,A DIVISION,1,6253,12380,0.505088853
2018-03,7,A DIVISION,1,7818,14087,0.554979769
2018-03,S 42nd,A DIVISION,1,13495,13662,0.987776314
2018-03,A,B DIVISION,1,4485,8118,0.552475979
2018-03,B,B DIVISION,1,2245,4248,0.528483992
2018-03,C,B DIVISION,1,2409,4400,0.5475
2018-03,D,B DIVISION,1,2948,5778,0.510211146
2018-03,E,B DIVISION,1,5131,8780,0.584396355
2018-03,F,B DIVISION,1,3942,8376,0.470630372
2018-03,G,B DIVISION,1,4260,6160,0.691558442
2018-03,JZ,B DIVISION,1,4322,6138,0.704138156
2018-03,L,B DIVISION,1,10532,11792,0.893147897
2018-03,M,B DIVISION,1,8160,10530,0.774928775
2018-03,N,B DIVISION,1,3827,6476,0.590951204
2018-03,Q,B DIVISION,1,4762,6834,0.696810067
2018-03,R,B DIVISION,1,4048,6266,0.646026173
2018-03,S Fkln,B DIVISION,1,2590,2596,0.997688752
2018-03,S Rock,B DIVISION,1,1638,1744,0.939220183
2018-03,W,B DIVISION,1,2997,4158,0.720779221
2018-03,Systemwide,Systemwide,1,118607,181817,0.65234274
2018-04,1,A DIVISION,1,7044,9729,0.724020968
2018-04,2,A DIVISION,1,3506,7104,0.493524775
2018-04,3,A DIVISION,1,4340,6231,0.696517413
2018-04,4,A DIVISION,1,4253,7797,0.545466205
2018-04,5,A DIVISION,1,3751,6964,0.538627226
2018-04,6,A DIVISION,1,6356,11941,0.532283728
2018-04,7,A DIVISION,1,7638,13378,0.57093736
2018-04,S 42nd,A DIVISION,1,13036,13156,0.990878687
2018-04,A,B DIVISION,1,4643,7749,0.599174087
2018-04,B,B DIVISION,1,2470,4045,0.610630408
2018-04,C,B DIVISION,1,2536,4200,0.603809524
2018-04,D,B DIVISION,1,2993,5526,0.541621426
2018-04,E,B DIVISION,1,4802,8375,0.573373134
2018-04,F,B DIVISION,1,4010,7987,0.502065857
2018-04,G,B DIVISION,1,4305,5880,0.732142857
2018-04,JZ,B DIVISION,1,3949,5877,0.671941467
2018-04,L,B DIVISION,1,10482,11256,0.931236674
2018-04,M,B DIVISION,1,7654,10008,0.764788169
2018-04,N,B DIVISION,1,4035,6095,0.662018048
